displayUserNick,auctionSku,rateDate,rateContent
s***o,颜色分类:35 浅褐色;尺码:165/92A/XL,2021-02-26 21:55:04,差评，客服服务太差，答应退给我的货，没人搭理
如***好,颜色分类:09 黑色;尺码:155/80A/S,2021-02-26 20:55:55,摸着就暖和哈哈哈，喜欢，码数刚好
s***e,颜色分类:09 黑色;尺码:160/84A/M,2021-02-26 20:08:55,给妈妈买的，蛮好的
d***来,颜色分类:35 浅褐色;尺码:165/92A/XL,2021-02-26 19:09:59,穿着很舒服，性价比很高
t***6,颜色分类:09 黑色;尺码:160/84A/M,2021-02-26 17:54:26,忠粉
诺***狸,颜色分类:35 浅褐色;尺码:165/92A/XL,2021-02-26 16:52:22,买的第二件了，超喜欢，蓝色的也好看，160，96斤买的l码，超喜欢，这件买的xl太大了些，不过很好穿
宝***湫,颜色分类:09 黑色;尺码:160/88A/L,2021-02-26 16:19:45,虽然每年都有相似款式 但是质量一年比一年好了 很软不厚 保暖也不差 没有白色就买了黑色
g***6,颜色分类:35 浅褐色;尺码:160/84A/M,2021-02-26 15:28:07,质量超好，颜色有点橄榄绿
b***8,颜色分类:01 乳白色;尺码:160/88A/L,2021-02-26 15:10:18,平时穿M，买了大一码还可以，就是肩膀有点宽了，有点显胖。
秘***嘻,颜色分类:35 浅褐色;尺码:160/84A/M,2021-02-26 14:41:54,之前没太注意这件衣服，也没打算买，过年后看降价就选了个黑色，真是很好看，黑色穿的很酷也百搭，最后想买其他颜色也没有，只能选棕色。不过棕色也很好看，不是那种很深棕深褐，有点偏淡淡的棕带点绿，总之就是好看。性比价很高
我***进,颜色分类:01 乳白色;尺码:160/88A/L,2021-02-26 14:34:32,好看，等了很久买到手了，开心。
我***4,颜色分类:01 乳白色;尺码:155/80A/S,2021-02-26 14:08:28,特别喜欢
z***0,颜色分类:60 浅蓝色;尺码:160/84A/M,2021-02-26 13:57:19,发货很快 衣服也挺好的 还不错 还不错 发货很快 衣服也挺好的 还不错 还不错 发货很快 衣服也挺好的 还不错 还不错 发货很快 衣服也挺好的 还不错 还不错 发货很快 衣服也挺好的 还不错 还不错 发货很快 衣服也挺好的 还不错 还不错 发货很快 衣服也挺好的 还不错 还不错 发货很快 衣服也挺好的 还不错 还不错
依***薇,颜色分类:09 黑色;尺码:160/88A/L,2021-02-26 13:28:10,买了蓝色、黑色，168高108斤，蓝色M号，黑色L号都能穿，不错不错滴~
t***7,颜色分类:09 黑色;尺码:155/80A/S,2021-02-26 12:06:22,Gg^^⛵️颜色也超爱的，〰️显肤白，版型设计🥁大气漂亮，🎰面料材质好，🏕保暖性很好，衣库的忠粉，各种摇粒绒🔹🔹件外套了，价格实惠，好打理，毛茸茸的，抗风能力⚡️⚡️真的很强，10度以内足够，里面搭配优🏖衣库的衬衫，🎨很学生范。⛳️颜色适合日常穿搭，♨️随便穿🔙随便好搭配➰
