displayUserNick,auctionSku,rateDate,rateContent
超***3,颜色分类:00 白色;尺码:175/100/L,2021-02-28 21:22:28,看看这样的衣服也发货
h***8,颜色分类:00 白色;尺码:175/100/L,2021-02-28 19:56:17,很舒适，多次购买不错的
n***p,颜色分类:69 藏青色;尺码:165/90/S,2021-02-25 22:56:27,不错
鲍***霏,颜色分类:69 藏青色;尺码:170/95/M,2021-02-20 16:10:02,还可以，第二次买了
源***儿,颜色分类:00 白色;尺码:180/105/XL,2021-02-14 18:41:45,此用户没有填写评论!
t***5,颜色分类:09 黑色;尺码:180/105/XL,2021-02-10 16:50:36,还不错哦，老公说穿着挺舒服的
y***靖,颜色分类:00 白色;尺码:170/95/M,2021-02-02 09:04:33,还算满意， 希望不会越穿越大就好。。。
宋***2,颜色分类:09 黑色;尺码:175/100/L,2021-02-01 15:56:52,东西可以，人太烂，给日本人做事的这些人我都无法形容了，看见他们我就想起老舍先生笔下的四世同堂了！整治国人非常有手段，我六十岁了，没服过谁，但是他们让我真的服了！
x***1,颜色分类:00 白色;尺码:175/100/L,2021-01-31 21:46:32,衣服很顺滑，胸围的地方有些紧，衣长有些短。
是***3,颜色分类:09 黑色;尺码:175/100/L,2021-01-29 00:18:21,175 60 。 l码有点大，m码有点小，我麻了。
淘***良,颜色分类:09 黑色;尺码:170/95/M,2021-01-26 22:00:44,有合适的码多买几件，品质如一。
淘***良,颜色分类:00 白色;尺码:170/95/M,2021-01-26 22:00:44,有合适的码数多买几件，品质如一。
小***1,颜色分类:00 白色;尺码:175/100/L,2021-01-26 15:02:05,可以
n***0,颜色分类:00 白色;尺码:175/100/L,2021-01-25 21:10:26,质量不怎么好
银***锚,颜色分类:00 白色;尺码:170/95/M,2021-01-23 11:12:53,可以
淘***良,颜色分类:09 黑色;尺码:170/95/M,2021-01-19 21:51:04,非常好，就是总缺货，没有码。
小***u,颜色分类:00 白色;尺码:165/90/S,2021-01-03 17:56:28,还没穿，应该可以
x***8,颜色分类:09 黑色;尺码:180/105/XL,2020-12-17 07:52:54,好评！
轻***扬,颜色分类:00 白色;尺码:165/90/S,2020-12-14 20:29:43,除了快递垃圾外其他都还好。
非***蓝,颜色分类:00 白色;尺码:170/95/M,2020-12-12 14:33:15,质量好，缺点是价格贵
t***1,颜色分类:69 藏青色;尺码:165/90/S,2020-12-11 22:35:32,好
o***4,颜色分类:69 藏青色;尺码:165/90/S,2020-12-09 22:11:16,客服服务态度很好，快递也不赖，希望老板生意越来越好！！！
