displayUserNick,auctionSku,rateDate,rateContent
m***u,颜色分类:00 白色;尺码:155/80A/S,2021-02-27 07:43:29,版型不错，价格不算便宜
乔***帖,颜色分类:00 白色;尺码:160/84A/M,2021-02-26 14:06:34,整体评价：面料容易出褶，但版型很好。
薄***3,颜色分类:00 白色;尺码:155/80A/S,2021-02-25 16:36:15,感觉不是纯棉，不过型不错
魏***9,颜色分类:30 浅米色;尺码:155/80A/S,2021-02-23 16:59:01,店里没货了，加个运费在淘宝买 属于比较硬挺的材质，百穿不腻
e***2,颜色分类:30 浅米色;尺码:165/92A/XL,2021-02-23 14:30:36,颜色有点儿暗。
a***0,颜色分类:00 白色;尺码:165/92A/XL,2021-02-23 13:07:34,特地买大一码，更好看
l***i,颜色分类:69 藏青色;尺码:165/92A/XL,2021-02-23 11:01:24,布料还是挺好的，比较挺括，不知道时间长了颜色会不会褪色？
t***q,颜色分类:00 白色;尺码:155/80A/S,2021-02-21 18:56:58,整体评价：版型什么确实不错，就是皱也是会皱，不严重就是，但是还是熨烫比较有质感，不然看起来略廉价
x***x,颜色分类:00 白色;尺码:165/92A/XL,2021-02-20 16:12:06,号偏大。
杜***6,颜色分类:30 浅米色;尺码:155/80A/S,2021-02-18 07:25:55,单穿很好看
那***吗,颜色分类:00 白色;尺码:160/84A/M,2021-02-17 21:07:16,好看！超喜欢
l***儿,颜色分类:00 白色;尺码:150/76A/XS,2021-02-17 18:48:40,此用户没有填写评论!
s***u,颜色分类:00 白色;尺码:160/84A/M,2021-02-16 22:38:49,超喜欢，大一个码更好
d***y,颜色分类:00 白色;尺码:150/76A/XS,2021-02-16 13:58:56,白衬衫比较透 做工还行 但是容易皱
尹***2,颜色分类:30 浅米色;尺码:160/88A/L,2021-02-14 22:33:24,说实话，一般般，299真是贵，材质就是棉，有点易皱！
z***4,颜色分类:00 白色;尺码:150/76A/XS,2021-02-14 17:43:25,之前没有xs，之后又有了，入手既合适又合身
心***9,颜色分类:00 白色;尺码:160/84A/M,2021-02-13 23:57:58,版型不错，就是容易起皱
h***8,颜色分类:00 白色;尺码:150/76A/XS,2021-02-12 11:08:57,亮白色，确实好看，也确实容易皱。透肤度可以接受
m***e,颜色分类:00 白色;尺码:150/76A/XS,2021-02-11 21:18:14,299买了条纹的，最近发现白色变199了，并且还有XS，又撸了一件。
逄***8,颜色分类:00 白色;尺码:150/76A/XS,2021-02-10 15:17:20,身高158、体重50公斤左右，穿XS号刚好，肩线刚好如果再大一码也可以的哦，版型好不愧是设计师合作款，就是面料有点皱，其他还好。厚薄适中不透而且面料是棉质的。
豌***1,颜色分类:00 白色;尺码:150/76A/XS,2021-02-10 10:33:12,160.85斤，试穿了一下刚刚好，应该再买大一个码
白***2,颜色分类:00 白色;尺码:160/84A/M,2021-02-09 20:37:35,质量不错 但是容易皱
橄***6,颜色分类:00 白色;尺码:160/84A/M,2021-02-09 11:45:29,很好，是我想要的，很显高档，物美价廉，要买的朋友可以下单噢！
d***6,颜色分类:00 白色;尺码:160/84A/M,2021-02-09 09:53:38,买了两次，第一次因为买大了，退货重买，没想到寄过来的衣服一看就让人很不舒服，隔着袋子就能看出衣服上粘了不少冬季衣物的绒线，衣服穿过的折痕也是很重，拿出来就相当的明显，完全可以感觉到这个衣服是被穿过后退回的，不是试穿的那种，试穿的折痕不会这么重，还有一点点饭后的油污味，马上去联系了客服，但是客服基本是人工智能回复，搞得心情差的要命，然后是在微信进行了留言，要求回访。第一次回访，问了我存在的问题，也让我拍照（含衣标、随寄过来的信息单），还问我有什么诉求，我有点懵，因为我没有诉求，我就是不爽，小孩子的衣服一直会买优衣库，不因为款式好看，是因为质量有保障，自己也因为工作买过几次，第一次遇到这样的，其实就想好好投诉下，换个货，客服后来说过几天再进行回访。后面联系有三个电话打我，可我三天全封闭会议，我也在淘宝进行了说明，好了，最后直接不联系我了，因为年底忙，也直接忘了这个事情，默认收货了，今天突然想起来，好好说下，请优衣库线上服务，能在出货前好好把把关，别把别人穿过的衣服二次转给别****的很！
马***蓝,颜色分类:30 浅米色;尺码:160/84A/M,2021-02-09 09:24:30,很喜欢这个系列的衬衫
马***蓝,颜色分类:69 藏青色;尺码:160/84A/M,2021-02-09 09:24:30,很喜欢这个系列的衬衫
p***0,颜色分类:00 白色;尺码:160/84A/M,2021-02-08 23:19:51,还可以
3***丽,颜色分类:00 白色;尺码:155/80A/S,2021-02-08 22:04:07,洗了后很皱，用挂烫机根本不能烫平整，好搞笑
想***鱼,颜色分类:00 白色;尺码:160/84A/M,2021-02-08 16:51:40,面料容易皱 但版型好
t***星,颜色分类:00 白色;尺码:150/76A/XS,2021-02-07 22:22:44,很好
l***0,颜色分类:00 白色;尺码:155/80A/S,2021-02-07 14:58:05,版型好看，皱也是真的皱
l***0,颜色分类:69 藏青色;尺码:160/84A/M,2021-02-07 14:58:05,版型好看，皱也是真的皱
半***猪,颜色分类:00 白色;尺码:160/84A/M,2021-02-07 12:17:08,Ok.
j***8,颜色分类:00 白色;尺码:160/88A/L,2021-02-07 12:15:22,其实合身码数是S码，肩比较宽，M穿着肩线部位不太好看，再换成L就好了。所以建议瘦小女生可以大胆多尝试大号码
t***4,颜色分类:00 白色;尺码:165/92A/XL,2021-02-07 11:52:51,休闲&hellip;&hellip;版型好
樱***仔,颜色分类:00 白色;尺码:160/88A/L,2021-02-07 11:16:58,一洗就皱 但是好看 买大了两码也没有很夸张
d***6,颜色分类:00 白色;尺码:150/76A/XS,2021-02-06 21:19:40,太值了，有筋骨的白衬衫，入股不亏
a***8,颜色分类:00 白色;尺码:160/88A/L,2021-02-06 14:42:20,这么帅气又好看的！必须入啊。专门买大了一码 很喜欢！就是雪白色才够范儿！199太值了 ！
t***9,颜色分类:00 白色;尺码:160/84A/M,2021-02-06 11:26:39,版型不错 太容易皱了 熨烫困难
n***9,颜色分类:00 白色;尺码:160/84A/M,2021-02-05 10:45:12,此用户没有填写评论!
s***离,颜色分类:00 白色;尺码:160/88A/L,2021-02-05 06:09:55,买小了一个码，平时穿xl的，样子确实好，还没洗，不知道皱不皱
t***6,颜色分类:30 浅米色;尺码:160/84A/M,2021-02-04 15:49:50,洗了易皱，影响质感
蹦***的,颜色分类:00 白色;尺码:155/80A/S,2021-02-04 10:39:06,此用户没有填写评论!
1***虎,颜色分类:30 浅米色;尺码:155/80A/S,2021-02-03 19:56:03,料子不错，挺阔
h***1,颜色分类:00 白色;尺码:160/88A/L,2021-02-03 11:05:18,此用户没有填写评论!
浅***9,颜色分类:00 白色;尺码:155/80A/S,2021-02-03 11:01:47,版型非常显瘦，而且不透
t***1,颜色分类:71 浅蓝紫色;尺码:155/80A/S,2021-02-03 09:01:25,不错，版型很好。值得推荐
t***1,颜色分类:00 白色;尺码:155/80A/S,2021-02-03 09:01:25,不错，版型很好。值得推荐
哀***4,颜色分类:00 白色;尺码:150/76A/XS,2021-02-02 20:14:29,巨好看
d***1,颜色分类:00 白色;尺码:160/84A/M,2021-02-02 13:07:39,好看，上身效果很好。就是洗完以后很皱，熨烫很久才恢复。
晃***妞,颜色分类:00 白色;尺码:155/80A/S,2021-02-02 09:25:12,好看呢
m***提,颜色分类:00 白色;尺码:160/84A/M,2021-02-01 22:59:38,都不错。
小***0,颜色分类:00 白色;尺码:155/80A/S,2021-02-01 10:41:15,很好
e***1,颜色分类:00 白色;尺码:160/84A/M,2021-01-31 17:05:21,衣服的材质很好，版型也很好，落肩的衣服很容易显肩宽过壮实，但是这件没有，还挺显瘦，199入手的，值了。本人165，55，其实m合适，但想要大一点，去实体店换了l，还挺方便。白色万年经典百搭。
t***6,颜色分类:00 白色;尺码:155/80A/S,2021-01-28 23:44:23,衣服不错，快递太慢。
1***4,颜色分类:00 白色;尺码:155/80A/S,2021-01-28 15:39:22,喜欢的面料，喜欢的款式。更是喜欢设计的细节。价格不提升就再买两件。
w***1,颜色分类:71 浅蓝紫色;尺码:160/88A/L,2021-01-28 13:27:15,布料比较挺，颜色偏蓝，如果有淡紫的就好了
s***6,颜色分类:00 白色;尺码:155/80A/S,2021-01-28 08:34:37,大师合作款，买到就是赚到。版型不多说，剪裁立体，侧面也显薄。
d***6,颜色分类:71 浅蓝紫色;尺码:155/80A/S,2021-01-27 23:26:47,衬衫非常棒，199买的很划算，买了三个颜色
d***3,颜色分类:71 浅蓝紫色;尺码:150/76A/XS,2021-01-27 16:35:33,此用户没有填写评论!
j***9,颜色分类:11 粉红色;尺码:155/80A/S,2021-01-27 10:36:42,衣服摸起来倒是挺舒服的，就是实在太容易皱了，穿上身，刚刚熨好的，一下子全部恢复皱巴巴了
f***3,颜色分类:00 白色;尺码:155/80A/S,2021-01-27 09:17:46,版型好就是容易皱！
c***9,颜色分类:00 白色;尺码:155/80A/S,2021-01-27 01:08:03,非常好，先买了一件白色，后又白黑各一件，穿在毛衣内，露出一截，时尚。
c***9,颜色分类:00 白色;尺码:160/84A/M,2021-01-27 01:06:18,非常时尚，比较长，遮住臀部，又买了一件，可毛衣内搭。
