,title,link,product_id,product_price,sale-num,comment_num
0,優衣庫男裝SUPIMACOTTON圓領T恤(短袖全棉)433029UNIQLO,//detail.tmall.com/item.htm?id=633545579388,633545579388,79.00,3667,354
1,優衣庫合作款男裝/女裝AIRism寬松圓領T恤(五分袖)435806,//detail.tmall.com/item.htm?id=633983988448,633983988448,99.00,28093,2598
2,優衣庫男裝DRY-EX吸濕排汗圓領T恤(短袖)433399UNIQLO,//detail.tmall.com/item.htm?id=635606290597,635606290597,99.00,485,46
3,優衣庫男裝AIRism棉混紡圓領T恤(短袖舒爽內衣)434169UNIQLO,//detail.tmall.com/item.htm?id=635606050699,635606050699,79.00,8206,618
4,優衣庫男裝柔軟圓領T恤(長袖)419496UNIQLO,//detail.tmall.com/item.htm?id=621457944584,621457944584,99.00,299013,39480
5,優衣庫男裝華夫格亨利領T恤(長袖)435805UNIQLO,//detail.tmall.com/item.htm?id=637602694884,637602694884,149.00,1222,137
6,優衣庫男裝華夫格圓領T恤(長袖)433036UNIQLO,//detail.tmall.com/item.htm?id=636916488399,636916488399,149.00,1662,168
7,優衣庫男裝DRY-EX圓領T恤(短袖)422964UNIQLO,//detail.tmall.com/item.htm?id=611069852656,611069852656,99.00,33538,294
8,優衣庫男裝/女裝快幹V領T恤(短袖)427916UNIQLO,//detail.tmall.com/item.htm?id=611467721123,611467721123,39.00,140938,5314
9,優衣庫男裝快幹圓領T恤(短袖)427917UNIQLO,//detail.tmall.com/item.htm?id=611198864698,611198864698,39.00,677376,23300
10,優衣庫男裝DRY-EX圓領T恤(短袖)422969UNIQLO,//detail.tmall.com/item.htm?id=611225228563,611225228563,99.00,13617,148
11,優衣庫男裝/女裝快幹圓領T恤(短袖)433025UNIQLO,//detail.tmall.com/item.htm?id=632188166544,632188166544,39.00,79963,6565
12,優衣庫男裝快幹V領T恤(短袖)433026UNIQLO,//detail.tmall.com/item.htm?id=631878621040,631878621040,39.00,7218,649
13,優衣庫男裝DRY-EX吸濕排汗圓領T恤(短袖)435087UNIQLO,//detail.tmall.com/item.htm?id=634928908439,634928908439,99.00,977,95
14,優衣庫男裝DRY-EX吸濕排汗圓領T恤(短袖)433399UNIQLO,//detail.tmall.com/item.htm?id=635606290597,635606290597,99.00,485,46
15,優衣庫男裝SUPIMACOTTON圓領T恤(短袖全棉)422990UNIQLO,//detail.tmall.com/item.htm?id=609045917854,609045917854,79.00,157057,3032
16,優衣庫男裝SUPIMACOTTON圓領T恤(短袖全棉)433029UNIQLO,//detail.tmall.com/item.htm?id=633545579388,633545579388,79.00,3667,354
17,優衣庫男裝條紋T恤(短袖)433032UNIQLO,//detail.tmall.com/item.htm?id=637691159810,637691159810,99.00,1184,103
18,優衣庫男裝條紋T恤(短袖)437241UNIQLO,//detail.tmall.com/item.htm?id=637036501119,637036501119,99.00,363,38
19,優衣庫男裝條紋T恤(短袖)438092UNIQLO,//detail.tmall.com/item.htm?id=637363842249,637363842249,99.00,336,35
20,優衣庫男裝/女裝插肩袖圓領五分袖T恤(“優衣庫好感T”)433034,//detail.tmall.com/item.htm?id=638194466394,638194466394,99.00,1804,104
21,優衣庫男裝/女裝AIRism棉混紡圓領T恤(“優衣庫好感T”)433037,//detail.tmall.com/item.htm?id=631674344868,631674344868,99.00,48507,4914
22,優衣庫男裝/女裝AIRism圓領T恤(長袖“優衣庫好感T”)433839,//detail.tmall.com/item.htm?id=622634107381,622634107381,99.00,48813,6574
23,優衣庫男裝AIRism棉混紡圓領T恤(短袖)(舒爽內衣)423527,//detail.tmall.com/item.htm?id=612855820144,612855820144,79.00,125806,4004
24,優衣庫男裝AIRism棉混紡圓領T恤(短袖舒爽內衣)434169UNIQLO,//detail.tmall.com/item.htm?id=635606050699,635606050699,79.00,8206,618
25,優衣庫男裝AIRism圓領T恤(短袖舒爽內衣)434164/437564,//detail.tmall.com/item.htm?id=638546410915,638546410915,79.00,855,27
26,優衣庫男裝AIRismV領T恤(短袖舒爽內衣)434163/437563,//detail.tmall.com/item.htm?id=638546942350,638546942350,79.00,353,15
27,優衣庫男裝/女裝羅紋背心422988UNIQLO,//detail.tmall.com/item.htm?id=611267530459,611267530459,39.00,294801,15895
28,優衣庫男裝AIRism棉混紡背心(舒爽內衣)426289優衣庫UNIQLO,//detail.tmall.com/item.htm?id=613373674625,613373674625,79.00,47139,983
29,優衣庫男裝AIRism棉混紡背心(舒爽內衣)434168UNIQLO,//detail.tmall.com/item.htm?id=636689650018,636689650018,79.00,3727,321
30,優衣庫男裝羅紋背心433027UNIQLO,//detail.tmall.com/item.htm?id=636677152993,636677152993,39.00,13965,1133
31,優衣庫男裝AIRism網眼背心(舒爽內衣)434431UNIQLO,//detail.tmall.com/item.htm?id=637691347111,637691347111,79.00,1000,83
32,優衣庫【設計師合作款】男裝/女裝圓領T恤(短袖)(果茶T)422992,//detail.tmall.com/item.htm?id=610361854386,610361854386,99.00,301342,4730
33,優衣庫【設計師合作款】男裝/女裝圓領T恤(長袖)429158UNIQLO,//detail.tmall.com/item.htm?id=621633070079,621633070079,99.00,82163,9998
34,優衣庫【合作款】男裝/女裝圓領T恤(“優衣庫好感T”)433035,//detail.tmall.com/item.htm?id=631675252153,631675252153,99.00,46410,4121
35,優衣庫合作款男裝/女裝AIRism寬松圓領T恤(五分袖)435806,//detail.tmall.com/item.htm?id=633983988448,633983988448,99.00,28093,2598
36,優衣庫【設計師合作款】男裝/女裝寬松圓領T恤(短袖)433031,//detail.tmall.com/item.htm?id=635464035849,635464035849,99.00,10134,923
37,優衣庫【設計師合作款】男裝/女裝條紋T恤(短袖)437319UNIQLO,//detail.tmall.com/item.htm?id=635144390596,635144390596,149.00,1870,164
38,優衣庫【設計師合作款】男裝/女裝條紋T恤(短袖)438319UNIQLO,//detail.tmall.com/item.htm?id=634466096886,634466096886,149.00,1252,101
39,優衣庫【設計師合作款】男裝圓領T恤(“優衣庫好感T”)439886,//detail.tmall.com/item.htm?id=634255344935,634255344935,99.00,501,40
40,優衣庫男裝柔軟兩翻領T恤(長袖)419499UNIQLO,//detail.tmall.com/item.htm?id=625013029457,625013029457,59.00,105938,13743
41,優衣庫男裝柔軟高領T恤(長袖)419498UNIQLO,//detail.tmall.com/item.htm?id=623719721083,623719721083,59.00,146759,19202
42,優衣庫男裝DRY-EXMARVEL圓領T恤(短袖)428024UNIQLO,//detail.tmall.com/item.htm?id=618334867044,618334867044,59.00,6334,11
43,優衣庫男裝柔軟圓領T恤(長袖)419496UNIQLO,//detail.tmall.com/item.htm?id=634717536288,634717536288,59.00,16061,2176
44,優衣庫【設計師合作款】男裝/女裝圓領T恤(長袖)429158UNIQLO,//detail.tmall.com/item.htm?id=636712951295,636712951295,99.00,7640,856
45,優衣庫男裝/女裝AIRism圓領T恤(長袖“優衣庫好感T”)433839,//detail.tmall.com/item.htm?id=636898602562,636898602562,79.00,2384,267
46,優衣庫男裝SUPIMACOTTONV領T恤(短袖)435007UNIQLO,//detail.tmall.com/item.htm?id=635931479806,635931479806,59.00,238,17
47,優衣庫男裝SUPIMACOTTON圓領T恤(短袖)435008UNIQLO,//detail.tmall.com/item.htm?id=635607018480,635607018480,59.00,1586,111
48,優衣庫男裝SUPIMACOTTON圓領T恤(短袖)(2件裝)418817UNIQLO,//detail.tmall.com/item.htm?id=602019095008,602019095008,59.00,32510,702
49,優衣庫男裝SUPIMACOTTON圓領T恤(短袖)(2件裝)423542UNIQLO,//detail.tmall.com/item.htm?id=610748090947,610748090947,59.00,27550,1899
50,優衣庫男裝SUPIMACOTTONV領T恤(短袖)(2件裝)426367UNIQLO,//detail.tmall.com/item.htm?id=610507181573,610507181573,59.00,17165,1245
