displayUserNick,auctionSku,rateDate,rateContent
龚***本,颜色:09 黑色;尺码:175/100A/L,2021-03-02 14:57:25,此用户没有填写评论!
5***q,颜色:09 黑色;尺码:160/76A/XS,2021-03-01 18:44:35,是有跑毛现象别的都好
菜***子,颜色:09 黑色;尺码:180/108B/XL,2021-02-24 13:07:18,可以～
r***o,颜色:69 藏青色;尺码:170/92A/M,2021-02-23 09:14:33,家人很喜欢
l***3,颜色:09 黑色;尺码:170/92A/M,2021-02-14 15:32:59,还行
z***3,颜色:09 黑色;尺码:170/92A/M,2021-02-14 09:06:16,强烈不建议买，掉毛严重，除了轻薄，没有其它优势，正常也就值一百块钱，主要卖的是牌子，如果是其它品牌做的这个质量，早就倒闭了！
散***5,颜色:09 黑色;尺码:175/100A/L,2021-02-14 03:12:05,买来送给朋友的。很轻薄，跟轻薄，冬天北房是没有办法穿着出门的。可以穿在里面。钻绒厉害，我觉得性价比不高。
l***1,颜色:09 黑色;尺码:180/108B/XL,2021-02-13 19:39:57,不错不错老公喜欢，说暖和呢。可这个东西不知道是什么，也不知道怎么打开，怎么用。👀
a***2,颜色:69 藏青色;尺码:160/76A/XS,2021-02-10 01:37:42,衣服还可以  就是发错颜色了  没选择退换  希望改进  认真对待
y***9,颜色:69 藏青色;尺码:175/100A/L,2021-02-08 21:10:10,很好，速度快
t***1,颜色:09 黑色;尺码:170/92A/M,2021-02-08 09:32:33,这件衣服***服了，穿了一天就开始掉绒，找客服**半天都不回复，***499买了个啥玩意，老子用了这么多年的网购，这**第一次给出这么低分差评，妈拉个把子，老子不匿名
李***顺,颜色:09 黑色;尺码:180/108B/XL,2021-02-07 11:17:40,衣服确实很轻便，不过有点跑绒现象！如有雷同，纯属巧合！
z***1,颜色:09 黑色;尺码:170/92A/M,2021-02-05 22:06:19,第一件优衣库的衣服，很满意，今年全家都穿优衣库了
我***3,颜色:09 黑色;尺码:180/108B/XL,2021-02-05 15:02:47,实用性和颜值都非常的赞，我很喜欢，还会再来买的宝贝收到后很满意，外形颜色也很喜欢，挑选好多家，果然没看错，希望把好物分享给大家☺️
t***2,颜色:09 黑色;尺码:165/84A/S,2021-02-02 23:11:30,整体评价：穿上效果很好。 尺码推荐：尺码也很合身。 但是有个特有意思的事，前天下单499，隔天399。但是不退差价。非要我重新寄回去。重新给我发货。浪费我12元运费。
a***n,颜色:69 藏青色;尺码:170/92A/M,2021-02-01 16:40:44,不错，满意！
l***u,颜色:09 黑色;尺码:180/108B/XL,2021-02-01 02:27:14,看来看去，还是入手，衣服质量很好
v***斌,颜色:09 黑色;尺码:170/92A/M,2021-01-31 10:33:15,优衣库，完美！
m***2,颜色:09 黑色;尺码:180/108B/XL,2021-01-29 23:50:23,总体来说还行吧
木***6,颜色:09 黑色;尺码:175/100A/L,2021-01-29 20:49:28,多次回购
t***0,颜色:69 藏青色;尺码:165/84A/S,2021-01-27 19:38:18,有一说一，衣服上身效果很好，版型干净利落很精神，里面穿毛衣打底的话，掉毛真的很严重
s***1,颜色:09 黑色;尺码:170/92A/M,2021-01-26 13:39:40,已经穿上身了，很舒服很保暖 很好
我***过,颜色:69 藏青色;尺码:180/108B/XL,2021-01-25 15:12:43,打开里面的包装是拆开过的，看着就是人家退货的，为啥不处理下重新包装好再发货
w***c,颜色:09 黑色;尺码:170/92A/M,2021-01-25 12:36:57,一直有穿開，門市已換春裝所以買不到
岑***子,颜色:69 藏青色;尺码:180/108B/XL,2021-01-25 12:05:25,正品，第二次购买，薄款，穿冲锋衣内保暖
k***r,颜色:09 黑色;尺码:170/92A/M,2021-01-24 14:57:47,1 1 1 1 严重漏毛，没法穿
k***g,颜色:09 黑色;尺码:170/92A/M,2021-01-23 17:59:36,不错不错！可以有！！！！
小***8,颜色:09 黑色;尺码:170/92A/M,2021-01-22 17:11:35,此用户没有填写评论!
c***g,颜色:09 黑色;尺码:170/92A/M,2021-01-21 17:29:09,好评
z***1,颜色:09 黑色;尺码:180/108B/XL,2021-01-21 01:19:57,帮别人买的，优衣库衣服一直挺不错的，活动时买，划算
熊***4,颜色:69 藏青色;尺码:175/100A/L,2021-01-20 19:54:34,舒适  轻薄  配冲锋衣非常好
t***6,颜色:09 黑色;尺码:165/84A/S,2021-01-19 21:37:33,有点薄
小***8,颜色:69 藏青色;尺码:160/76A/XS,2021-01-19 09:12:38,大家千万不要购买，质量非常差，线头接口开裂，做工粗糙，钻毛的，穿上去打底衫全是毛，还不如几十块钱的地摊货，店家服务态度很差，我上当了，联系店家也不理，才洗一次过后，里面的填充物全部的都成一团了，差差差，**商家
n***1,颜色:69 藏青色;尺码:170/92A/M,2021-01-17 11:12:41,棒棒哒
i***0,颜色:09 黑色;尺码:175/100A/L,2021-01-15 20:46:58,挺好的挺好的挺好的挺好的 回购n次
钳***4,颜色:09 黑色;尺码:170/92A/M,2021-01-15 14:14:15,太贵 不划算 质量很一般
阿***库,颜色:09 黑色;尺码:175/100A/L,2021-01-14 08:58:57,不得不赞，质量真的好，包装物流也不错。真心喜欢，入手后不会让你后悔的！
c***q,颜色:69 藏青色;尺码:175/100A/L,2021-01-12 21:17:39,很好，轻如羽毛，暖如棉袄。穿着舒适。
z***7,颜色:09 黑色;尺码:170/92A/M,2021-01-12 20:55:50,有点偏长偏大一点
l***q,颜色:09 黑色;尺码:175/100A/L,2021-01-12 18:24:28,挺好的
陈***l,颜色:09 黑色;尺码:175/100A/L,2021-01-11 14:43:29,给公公买的，有点跑毛，呼呼呼
t***n,颜色:69 藏青色;尺码:180/108B/XL,2021-01-07 15:18:55,又轻又暖和，优衣库的质量还是不错的
汪***礼,颜色:09 黑色;尺码:170/92A/M,2021-01-06 20:49:54,好评！
x***0,颜色:69 藏青色;尺码:170/92A/M,2021-01-06 17:17:53,找物流客服希望备注送货上门，结果没备注，还是甩到快递点，难不成要投诉物流客服么&hellip;&hellip;提醒自己以后坚决不用中通
l***1,颜色:09 黑色;尺码:180/108B/XL,2021-01-06 16:56:25,此用户没有填写评论!
q***1,颜色:69 藏青色;尺码:175/100A/L,2021-01-06 11:45:07,厚薄度：衣服超级薄，摸起来很轻。客服形同虚设，辣鸡客服了解一下
小***庄,颜色:09 黑色;尺码:175/100A/L,2021-01-06 10:23:14,好
t***1,颜色:09 黑色;尺码:175/100A/L,2021-01-05 20:34:20,质量好，版型好，老公穿上很好看，满意。
l***龙,颜色:09 黑色;尺码:175/100A/L,2021-01-05 11:23:16,轻薄透气保暖👍👍👍
飞***8,颜色:09 黑色;尺码:180/108B/XL,2021-01-04 14:49:09,掉毛极其厉害，售后不管不问。
d***9,颜色:09 黑色;尺码:170/92A/M,2021-01-03 21:42:04,很经典的款式，给爸爸买了一件，有给老公买了一件！
l***n,颜色:69 藏青色;尺码:170/92A/M,2021-01-03 21:40:13,赠品拿不到
x***6,颜色:69 藏青色;尺码:170/92A/M,2021-01-03 21:18:43,好
比***楠,颜色:69 藏青色;尺码:170/92A/M,2021-01-01 09:24:00,客服全是机器人一样说话 没点用
薛***3,颜色:09 黑色;尺码:160/76A/XS,2020-12-31 20:26:59,这衣服掉毛，质量太差了
美***6,颜色:69 藏青色;尺码:175/100A/L,2020-12-31 19:11:12,整体评价：柔软舒适，略有掉毛现象 材质特性：软 上身效果：合适 尺码推荐：标准
贼***趣,颜色:69 藏青色;尺码:175/100A/L,2020-12-30 20:21:57,有点小
t***2,颜色:09 黑色;尺码:170/92A/M,2020-12-29 13:51:16,物流快
北***9,颜色:09 黑色;尺码:175/100A/L,2020-12-29 11:01:11,这款没有收纳袋吗？
小***8,颜色:09 黑色;尺码:175/100A/L,2020-12-28 21:23:32,买给爸爸的～很轻很舒服～
f***l,颜色:69 藏青色;尺码:175/100A/L,2020-12-28 12:45:05,挺好吃的，下次还会继续买
y***n,颜色:09 黑色;尺码:175/100A/L,2020-12-28 10:50:45,好 可以 没有 有点 偏少，偏薄。
芭***0,颜色:09 黑色;尺码:175/100A/L,2020-12-27 06:16:41,跑毛非常严重，买了不到7天就掉价111元， 599下单的，联系客服，不给不差。总之不保暖，质量差，建议大家不要买，不值
唐***8,颜色:69 藏青色;尺码:180/108B/XL,2020-12-25 15:00:01,很不错的宝贝，值得信赖
哪***上,颜色:09 黑色;尺码:170/92A/M,2020-12-24 18:24:19,看起来肯定漏毛，穿今天确认了来评论。
k***2,颜色:09 黑色;尺码:180/108B/XL,2020-12-23 19:04:54,挺好
t***5,颜色:69 藏青色;尺码:180/108B/XL,2020-12-23 13:02:58,第一天穿就容易掉毛
h***2,颜色:69 藏青色;尺码:180/108B/XL,2020-12-21 21:04:50,很薄。
山***子,颜色:09 黑色;尺码:165/84A/S,2020-12-21 15:48:08,整体评价：很薄，填充物少，偏贵
p***4,颜色:69 藏青色;尺码:175/100A/L,2020-12-19 20:57:44,轻薄暖和，款式大方，穿在校服内刚好
孤***影,颜色:09 黑色;尺码:175/100A/L,2020-12-19 20:00:34,差评！跑毛太厉害！把内衫都沾上，还不是一般的薄！以为500的羽绒会好点，还不如一百多的产品，**商家！
k***7,颜色:69 藏青色;尺码:180/108B/XL,2020-12-19 09:27:04,買晚了！真的後悔買晚了
t***4,颜色:09 黑色;尺码:175/100A/L,2020-12-17 15:25:46,大小合适 很舒适
c***g,颜色:69 藏青色;尺码:180/108B/XL,2020-12-17 11:07:01,穿上身刚好合适，又很轻便
1***9,颜色:69 藏青色;尺码:180/108B/XL,2020-12-15 17:33:34,收到，很好。
丹***z,颜色:69 藏青色;尺码:175/100A/L,2020-12-15 16:46:18,很好。
一***0,颜色:69 藏青色;尺码:180/108B/XL,2020-12-15 15:46:05,此用户没有填写评论!
t***1,颜色:09 黑色;尺码:175/100A/L,2020-12-15 09:42:35,衣服还好就是太薄了
落***野,颜色:69 藏青色;尺码:180/108B/XL,2020-12-14 17:01:16,很好！
g***4,颜色:69 藏青色;尺码:175/100A/L,2020-12-14 15:01:20,钻绒严重
山***去,颜色:69 藏青色;尺码:180/108B/XL,2020-12-14 10:49:34,买给94岁的妈妈穿的，配合优衣库的羽绒服背心，已经够暖和了，老人穿羽绒服会轻便很多。妈妈很满意。
s***4,颜色:09 黑色;尺码:175/100A/L,2020-12-13 18:51:36,此用户没有填写评论!
q***1,颜色:69 藏青色;尺码:180/108B/XL,2020-12-13 12:17:39,好评
l***5,颜色:09 黑色;尺码:175/100A/L,2020-12-13 08:54:10,一般，偏贵
r***7,颜色:69 藏青色;尺码:175/100A/L,2020-12-12 22:59:18,非常好，超轻，物流很慢
李***8,颜色:09 黑色;尺码:170/92A/M,2020-12-12 21:36:45,此用户没有填写评论!
l***7,颜色:09 黑色;尺码:170/92A/M,2020-12-12 21:36:16,此用户没有填写评论!
b***6,颜色:09 黑色;尺码:175/100A/L,2020-12-12 17:56:36,第一次买小了，退了重新买了大一号，正好合适
丶***丶,颜色:69 藏青色;尺码:180/108B/XL,2020-12-12 13:52:09,此用户没有填写评论!
燕***6,颜色:69 藏青色;尺码:180/108B/XL,2020-12-12 10:12:20,这件衣服599买的，穿在身上全是毛，质量烂透了，要求商家退货，优衣酷的质量也这么差。还说什么静电，这不欺骗消费者吗。买过这件衣服的要求退，别拿这次品在中国市场上欺骗消费者
南***美,颜色:69 藏青色;尺码:170/92A/M,2020-12-11 20:36:16,此用户没有填写评论!
t***8,颜色:09 黑色;尺码:180/108B/XL,2020-12-11 15:47:14,此用户没有填写评论!
m***g,颜色:09 黑色;尺码:175/100A/L,2020-12-11 10:55:27,此用户没有填写评论!
t***3,颜色:09 黑色;尺码:180/108B/XL,2020-12-11 10:12:01,网购了这么多年，这是我第一次这么认真的对待。我怀着忐忑的心情拿着手机盯着屏幕，迟迟不敢下手。我怕我一旦说出来，老板会觉得我在拍马*，是不是想为了那几块钱的红包，又怕我的评价会误导后来的网友。为了写这次评价，我鼓起勇气喝了3瓶啤酒才有信心。记得第一次喝酒还是对初恋表白的那天，今天又是同样的心情，拼了，为了不辜负老板对我的期望，我一定会客观，公正，如实的写下自己的评价：这是我这开心的一次网购，谢谢!!!
阳***儿,颜色:05 天灰色;尺码:170/92A/M,2020-12-10 21:46:00,此用户没有填写评论!
t***3,颜色:09 黑色;尺码:180/108B/XL,2020-12-08 12:55:36,包装不怎样
r***9,颜色:69 藏青色;尺码:180/108B/XL,2020-12-07 20:27:04,虽然有点贵，但是老公穿上还比较好看，所以满分
单***a,颜色:69 藏青色;尺码:175/100A/L,2020-12-06 22:44:34,双十一买的羽绒服快递很给力，但是收到货发现少发了收纳袋马上跟客服联系没人回应只有机械式回应，第二天打电话也联系不到，打了好几次也沒人接，服务极度差差差差差，以后也别在这买了，第一次遇到这么差的商家。
赵***志,颜色:09 黑色;尺码:180/108B/XL,2020-12-06 21:37:42,此用户没有填写评论!
池***1,颜色:09 黑色;尺码:180/108B/XL,2020-12-06 18:30:30,不好跑绒，没有客服
艾***7,颜色:69 藏青色;尺码:180/108B/XL,2020-12-05 23:13:02,第三次购买了，轻薄舒服
l***u,颜色:09 黑色;尺码:175/100A/L,2020-12-05 06:03:57,价格稍贵
l***8,颜色:69 藏青色;尺码:180/108B/XL,2020-12-04 11:46:37,整体评价：买羽绒服最怕掉毛，遇着了 上身效果：款式还不错 面料品质：买了马甲，女士羽绒服都没掉毛，就这款掉毛
真***玉,颜色:69 藏青色;尺码:175/100A/L,2020-12-04 10:29:00,此用户没有填写评论!
澈***0,颜色:09 黑色;尺码:175/100A/L,2020-12-04 02:32:13,跑绒严重 穿了几次就薄的跟纸一样一点也不保暖了 真的是差劲
糖***5,颜色:69 藏青色;尺码:180/108B/XL,2020-12-03 17:49:59,很轻盈，很棒！爸爸很喜欢
t***9,颜色:09 黑色;尺码:175/100A/L,2020-12-03 07:46:57,物流把商品整丢不说也没有后续，还是好心人捡到给我电话自己去拿。这个事真是超级无语😓
慧***呢,颜色:69 藏青色;尺码:180/108B/XL,2020-12-02 19:36:15,给老爸买的，很轻，很薄，应该会保暖吧。
j***2,颜色:09 黑色;尺码:175/100A/L,2020-12-02 16:27:49,穿着轻薄舒服，挺暖和的，不错
x***8,颜色:09 黑色;尺码:175/100A/L,2020-12-01 22:23:16,好
