displayUserNick,auctionSku,rateDate,rateContent
溪***秀,颜色分类:01 乳白色;尺寸:155/58A/XS,2021-02-27 15:21:03,大小合适，与绿卫衣很配。
t***3,颜色分类:01 乳白色;尺寸:160/70A/L,2021-02-26 08:14:23,还可以
t***2,颜色分类:09 黑色;尺寸:175/88B/XXXL,2021-02-23 20:40:23,效果不错
小***哇,颜色分类:09 黑色;尺寸:170/82A/XXL,2021-02-22 15:55:42,还不错
我***宝,颜色分类:03 灰色;尺寸:165/78A/XL,2021-02-21 23:28:30,号码买大了给老妈了，质量很好。买了四件留了三件那件衬衣实在太大不能穿退了。家里没有那么大的个要不就留着了。卫衣质量很好 满意。
新***头,颜色分类:03 灰色;尺寸:160/70A/L,2021-02-21 18:59:40,身高170体重116，穿L码很合适哦～开春穿刚美！赞👍
y***2,颜色分类:03 灰色;尺寸:165/78A/XL,2021-02-21 03:37:17,不错
米***8,颜色分类:09 黑色;尺寸:165/78A/XL,2021-02-21 02:44:22,面料容易变形
t***3,颜色分类:03 灰色;尺寸:160/70A/L,2021-02-20 22:48:45,是春夏款，比较薄
p***3,颜色分类:03 灰色;尺寸:160/70A/L,2021-02-20 15:25:36,淘宝十几年，第一个差评给优衣库的客服，退货签收半个月不退款，然后根本找不到人工客服，反复让留各种单号，浪费我很多时间，是店大欺客吗？
t***6,颜色分类:03 灰色;尺寸:175/88B/XXXL,2021-02-20 08:34:27,质量好，穿着舒服
杨***0,颜色分类:03 灰色;尺寸:160/66A/M,2021-02-19 19:36:53,从来不评价的我真的忍不住不得不吐槽，没想到优衣库还玩这种狗血剧情，补差价不建议退换直接让确认收货再补，结果又说什么随时有波动不给补差价，五十块钱就当过年期间自己积德行善吧
金***姆,颜色分类:09 黑色;尺寸:170/82A/XXL,2021-02-19 11:43:10,舒服好搭配，推荐的尺码稍微大了一些
钟***加,颜色分类:09 黑色;尺寸:160/70A/L,2021-02-18 15:06:45,发货迅速快递配送又快，经典款式，百搭显瘦款式。
玫***4,颜色分类:09 黑色;尺寸:165/78A/XL,2021-02-18 13:03:26,满满的喜欢
蜻***3,颜色分类:03 灰色;尺寸:155/58A/XS,2021-02-16 15:12:32,百搭的基础卫裤，过年顺丰发货，一如既往的好
d***2,颜色分类:67 海蓝色;尺寸:175/88B/XXXL,2021-02-16 09:50:45,回购，胖人的最佳选择。
李***9,颜色分类:03 灰色;尺寸:165/78A/XL,2021-02-12 01:04:17,好
玉***0,颜色分类:09 黑色;尺寸:160/70A/L,2021-02-10 08:52:54,有油渍，像旧的一样
l***n,颜色分类:09 黑色;尺寸:170/82A/XXL,2021-02-09 16:20:32,老粉，售后不错！
a***8,颜色分类:09 黑色;尺寸:160/66A/M,2021-02-08 19:25:27,好穿，喜欢！
沉***那,颜色分类:09 黑色;尺寸:165/78A/XL,2021-02-06 11:43:07,不错！好穿！版型好看显瘦
d***2,颜色分类:09 黑色;尺寸:175/88B/XXXL,2021-02-05 21:11:40,终于买到合适老**裤子了，物流神速！
