displayUserNick,auctionSku,rateDate,rateContent
杰***4,颜色分类:44 亮黄色;尺码:160/88A/L,2021-02-07 18:08:53,还蛮不错的 挺薄的
2***g,颜色分类:02 浅灰色;尺码:160/88A/L,2021-02-05 15:44:56,刚刚拿到试穿了一下没注意到左手上臂外侧一个一cm左右的大洞，不来比较满意的，就马上下水了，结果从水里面提起来发现这个洞了，是不是只有自认倒霉
w***1,颜色分类:44 亮黄色;尺码:165/92A/XL,2021-01-28 13:27:15,比较薄，但手感比普通款羊绒细滑
z***4,颜色分类:69 藏青色;尺码:160/88A/L,2021-01-26 22:10:51,没有想的厚，但质感很柔软，摸起来手感好
x***p,颜色分类:57 深橄榄色;尺码:160/88A/L,2021-01-24 17:12:59,轻柔舒适
r***q,颜色分类:02 浅灰色;尺码:165/92A/XL,2021-01-20 17:10:06,一如既往的好，每年我都来采购一番纯羊绒，各个颜色都喜欢，只是有一些颜色号码总是不全的买不上。
x***5,颜色分类:02 浅灰色;尺码:155/80A/S,2021-01-08 18:28:38,有点薄 但是好看
g***8,颜色分类:69 藏青色;尺码:160/84A/M,2020-12-13 23:35:23,好评
太***贝,颜色分类:44 亮黄色;尺码:150/76A/XS,2020-11-26 21:53:53,此用户没有填写评论!
滕***儿,颜色分类:44 亮黄色;尺码:160/88A/L,2020-11-26 18:53:25,舒适，合身
l***0,颜色分类:30 浅米色;尺码:155/80A/S,2020-11-25 16:36:00,第一次差评，买小了一号，和厂家协商换个中码(查了有货)，多次联系客服不回应，终于回应了，超七天不予处理。新衣未穿吊牌都在，实在太小换成淘宝的任一家店铺都会给换货，运费我自已承担。而优衣库选择不予处理在有货的情况下。所以必须差评。服务现在真心差。失望太失望
v***m,颜色分类:02 浅灰色;尺码:165/92A/XL,2020-11-24 20:06:10,此用户没有填写评论!
2***鱼,颜色分类:02 浅灰色;尺码:160/84A/M,2020-11-18 17:59:12,薄到 透光都
x***9,颜色分类:44 亮黄色;尺码:155/80A/S,2020-11-16 23:18:51,面料柔软比较薄，有点透。我喜欢！
d***1,颜色分类:02 浅灰色;尺码:175/108C/XXXL,2020-11-16 10:30:14,非常好啊
c***w,颜色分类:02 浅灰色;尺码:170/100B/XXL,2020-11-14 11:07:59,薄如蝉翼，胖子穿稍显不友好。
邓***科,颜色分类:02 浅灰色;尺码:175/108C/XXXL,2020-11-11 15:27:07,太薄啦，比衬衣还薄。非常不合算
喵***病,颜色分类:30 浅米色;尺码:160/84A/M,2020-11-10 22:19:17,确实比较薄，颜色是米黄色，有点透。跟更便宜的非设计师款相比也薄了，好在比较软糯。先留下有点懒得退了。
n***9,颜色分类:30 浅米色;尺码:160/88A/L,2020-09-09 22:45:19,好
d***1,颜色分类:30 浅米色;尺码:175/108C/XXXL,2020-09-08 16:43:37,很好
靠***3,颜色分类:30 浅米色;尺码:155/80A/S,2020-09-08 12:00:12,完全是为了打底买的，有点失望，很薄，没有差不多价位的everlane的厚实舒服。
