displayUserNick,auctionSku,rateDate,rateContent
四***橙,颜色分类:09 黑色;尺码:155/80A/S,2021-02-26 17:38:33,对152的人是个灾难
阳***玲,颜色分类:09 黑色;尺码:150/76A/XS,2021-02-26 12:08:53,刚打开包裹连衣裙皱巴巴，这款连衣裙面料穿之前肯定是要熨烫下的，这么长的一排扣子居然没有备用扣，怀疑是不是别人试穿弄掉了。身高158体重95斤XS码刚刚好，给喜欢的妹妹们做参考
祭***袖,颜色分类:09 黑色;尺码:155/80A/S,2021-02-24 13:35:27,好看是好看，就是料子太褶了，穿一会就褶的厉害
毛***9,颜色分类:09 黑色;尺码:165/92A/XL,2021-02-23 18:29:08,漂亮
a***0,颜色分类:22 粉橙色;尺码:155/80A/S,2021-02-22 16:19:07,千万不要买，洗过水之后皱巴巴的，每次穿都会熨，还是，皱得你怀疑人生！
你***9,颜色分类:09 黑色;尺码:155/80A/S,2021-02-22 14:01:04,已经洗了，居然下架了，太抢手了，很好看，上次风衣没买到也太遗憾了。
奔***7,颜色分类:22 粉橙色;尺码:155/80A/S,2021-02-20 21:03:28,面料很舒适，质量非常好，但是真的很宽松，尤其肩膀袖子，我平时穿M号，这个特意买小了一号，上身都很肥。 我的身高体重：身高172体重55Kg
小***7,颜色分类:09 黑色;尺码:155/80A/S,2021-02-20 17:52:45,买的m退掉重拍的s，m的太大了，s正好！等春来
z***6,颜色分类:54 绿色;尺码:160/84A/M,2021-02-19 10:14:44,感觉很特别，唯我独尊
很***气,颜色分类:54 绿色;尺码:155/80A/S,2021-02-17 23:01:54,仅穿一次未下水 转s码绿色 咸鱼：很多傻气
b***商,颜色分类:22 粉橙色;尺码:150/76A/XS,2021-02-16 13:18:36,我可太喜欢u系列了！
n***6,颜色分类:54 绿色;尺码:155/80A/S,2021-02-15 22:26:36,稀里糊涂买到了绿色s，挺好的
老***y,颜色分类:54 绿色;尺码:150/76A/XS,2021-02-15 18:34:09,颜色很喜欢，就是薄、易皱，偏贵。
常***0,颜色分类:54 绿色;尺码:155/80A/S,2021-02-14 09:52:53,Nice  S码很合适我，本来穿m码，捡漏到S码数，担心会小没想到刚刚好，刚快递柜取回楼下就试穿了，一谈还蛮合适的。本人173   126斤，穿S码，裙长到小腿肚那里。仅供参考。
陆***8,颜色分类:22 粉橙色;尺码:160/88A/L,2021-02-13 13:17:29,这个色绝了 显白up
r***a,颜色分类:54 绿色;尺码:155/80A/S,2021-02-11 12:37:51,趁肤白
y***0,颜色分类:09 黑色;尺码:150/76A/XS,2021-02-10 09:41:09,还是黑色低调好看
y***a,颜色分类:09 黑色;尺码:155/80A/S,2021-02-10 00:38:26,气质挂，真的不要太好看！又性感又随性，黑色好看！
s***9,颜色分类:09 黑色;尺码:150/76A/XS,2021-02-09 16:42:52,第一次尝试这种比较长款的衬衫裙还不错，滑滑的手感，适合夏初的时候穿。
嗯***y,颜色分类:54 绿色;尺码:155/80A/S,2021-02-08 13:11:43,确实蛮长的，我168穿着到小腿肚了，对小个子可能不太友好。相比之下同色系的衬衫更加不挑人，没有买到绿色裙子的jms可以入手衬衫。
t***9,颜色分类:54 绿色;尺码:155/80A/S,2021-02-07 20:30:09,颜色好看，抢到了s码，有点大
谢***9,颜色分类:54 绿色;尺码:155/80A/S,2021-02-07 16:15:42,上身真的很显白
环***界,颜色分类:22 粉橙色;尺码:150/76A/XS,2021-02-06 17:55:18,显白，好看，太易皱
宁***8,颜色分类:54 绿色;尺码:155/80A/S,2021-02-06 08:00:19,165/100裙子再短一点就好了，总觉得太长。特别春天的颜色，先抢一条再说。
苏***柒,颜色分类:54 绿色;尺码:155/80A/S,2021-02-05 14:45:18,面料材质：丝滑的很像真丝 整体评价：仙女穿的绿裙子 版型风格：宽松，但是自己可以系腰带  搭配建议：对黄黑皮也很友好
1***o,颜色分类:09 黑色;尺码:155/80A/S,2021-02-04 19:08:24,好
c***6,颜色分类:54 绿色;尺码:155/80A/S,2021-02-03 23:31:01,面料滑滑的，165/58，s码长度到小腿中下，袖长很合适，颜色是真的显白，感觉穿上之后到处都写着温柔😝
j***j,颜色分类:09 黑色;尺码:150/76A/XS,2021-02-03 21:28:09,尺码偏大不少，平时优衣库穿m码，这个s也大，换成xs 才合适，而且还是宽松效果&hellip;&hellip;上身显瘦，面料有点易皱
那***0,颜色分类:54 绿色;尺码:160/84A/M,2021-02-03 12:24:31,幸亏抢到了，虽然撞衫几率高，但是这个颜色这个版型真的绝了，特别喜欢！
紫***丽,颜色分类:54 绿色;尺码:155/80A/S,2021-02-02 21:30:57,好看。春天的颜色
喵***i,颜色分类:22 粉橙色;尺码:150/76A/XS,2021-02-02 06:07:54,一开始觉得裙子太大了，但是颜色很温柔就留下了
q***h,颜色分类:54 绿色;尺码:150/76A/XS,2021-02-02 01:27:33,爱了爱了，本期最佳
t***1,颜色分类:09 黑色;尺码:155/80A/S,2021-01-30 21:11:58,好看就是真的太长了&hellip;
沙***鱼,颜色分类:54 绿色;尺码:160/84A/M,2021-01-30 15:54:40,非常好看！这个颜色真的绝了
巴***哑,颜色分类:22 粉橙色;尺码:150/76A/XS,2021-01-29 20:13:04,一般，物流极差！
星***脉,颜色分类:54 绿色;尺码:160/88A/L,2021-01-28 21:03:22,颜色要比想象中的好看的多，料子和衬衫不一样，但都很适合春天，码数比较大
t***6,颜色分类:54 绿色;尺码:155/80A/S,2021-01-26 22:51:06,作为优衣库老粉，一直对U系列好感度颇高，这件被各大博主吹爆的春机盎然的绿色连衣裙，看着也是很心动，连夜抢了一件，上身显白没错，不过衣服袖子抬不起来，还有重点问题来了，下了一次水，皱成腐皮样了，没眼看，好，399，还连夜抢，我努力把它熨平了，用了一个钟我熨平了，但是发现，垫着的毛巾居然染了绿色，毛巾也春机盎然了，我信任的优衣库究竟怎么了？只能说，优衣库的联合各大网红博主营销手段厉害了，剪了吊牌，想退退不掉，请还给出一个合理解释吧，好心累
t***5,颜色分类:54 绿色;尺码:155/80A/S,2021-01-26 16:04:53,还可以，一直都喜欢绿色，去年出的一款没买到，今年抢到了，好看，夏天的感觉。
我***n,颜色分类:54 绿色;尺码:160/84A/M,2021-01-26 11:24:33,衣服面料虽然滑滑的 但是穿起来不会显年纪感的 朋友的话是很仙儿 而且显瘦 很百搭的 无论是运动鞋 老爹鞋 球鞋 还是马丁靴 都能搭出不同的味道 业余光线暗自拍的图片拍不出衣服本身的美感 只是给大家一个简单的参考～害羞～ 另外我108斤 163cm 买的M码 有些宽松的 个人喜欢慵懒宽松感~
